,ensembl_gene_id,prev_symbol,symbol
51205,ENSG00000286868,,
51206,ENSG00000283940,,MTND3P15
51207,ENSG00000153246,,PLA2R1
51208,ENSG00000268257,,AIRN
51209,ENSG00000213073,,CHP1P2
51210,ENSG00000175003,,SLC22A1
51211,ENSG00000214856,,KRT16P1
51212,ENSG00000147896,,IFNK
51213,ENSG00000204136,,GGTA1
51214,ENSG00000143167,,GPA33
51215,ENSG00000181458,,TMEM45A
51216,ENSG00000188959,,C9orf152
51217,ENSG00000229526,,KRT16P4
51218,ENSG00000227919,,
51219,ENSG00000267492,,
51220,ENSG00000230662,,TNPO1P2
51221,ENSG00000184709,,LRRC26
51222,ENSG00000142552,,RCN3
51223,ENSG00000171916,,LGALS9C
51224,ENSG00000095203,,EPB41L4B
51225,ENSG00000266531,,MIR4706
51226,ENSG00000259118,,
51227,ENSG00000259561,,
51228,ENSG00000206590,,RNU6-132P
51229,ENSG00000166823,,MESP1
51230,ENSG00000154175,,ABI3BP
51231,ENSG00000172590,,MRPL52
51232,ENSG00000259441,,MRPL15P1
51233,ENSG00000143184,,XCL1
51234,ENSG00000188095,,MESP2
51235,ENSG00000142546,,NOSIP
51236,ENSG00000216516,,
51237,ENSG00000255339,,
51238,ENSG00000166825,,ANPEP
51239,ENSG00000112561,,TFEB
51240,ENSG00000231966,,LINC02818
51241,ENSG00000203685,,STUM
51242,ENSG00000166136,,NDUFB8
51243,ENSG00000131788,,PIAS3
51244,ENSG00000106952,,TNFSF8
51245,ENSG00000184995,,IFNE
51246,ENSG00000127083,,OMD
51247,ENSG00000204001,,LCN8
51248,ENSG00000234281,,LANCL1-AS1
51249,ENSG00000166135,,HIF1AN
51250,ENSG00000237758,,BANF1P3
51251,ENSG00000185650,,ZFP36L1
51252,ENSG00000273514,,FOXD4L6
51253,ENSG00000171459,,OR1L6
51254,ENSG00000288690,,
51255,ENSG00000124839,,RAB17
51256,ENSG00000262075,,
51257,ENSG00000160360,,GPSM1
51258,ENSG00000150676,,CCDC83
51259,ENSG00000196553,,CCDC196
51260,ENSG00000274660,,
51261,ENSG00000075891,,PAX2
51262,ENSG00000176320,,
51263,ENSG00000260976,,LINC01633
51264,ENSG00000235215,,
51265,ENSG00000223450,,
51266,ENSG00000233771,,CICP5
51267,ENSG00000171786,,NHLH1
51268,ENSG00000207073,,
51269,ENSG00000126460,,PRRG2
51270,ENSG00000224691,,
51271,ENSG00000286572,,
51272,ENSG00000173715,,C11orf80
51273,ENSG00000272880,,
51274,ENSG00000167494,,NOS2P2
51275,ENSG00000235101,,SETP9
51276,ENSG00000228215,,LINC02770
51277,ENSG00000227689,,SRP68P2
51278,ENSG00000154874,,CCDC144B
51279,ENSG00000177807,,KCNJ10
51280,ENSG00000177108,,ZDHHC22
51281,ENSG00000257084,,MIR200CHG
51282,ENSG00000207713,,MIR200C
51283,ENSG00000207708,,MIR141
51284,ENSG00000157823,,AP3S2
51285,ENSG00000286384,,
51286,ENSG00000271969,,
51287,ENSG00000238795,,SCARNA12
51288,ENSG00000224391,,LINC01280
51289,ENSG00000126749,,EMG1
51290,ENSG00000269883,,
51291,ENSG00000258552,,FAM204DP
51292,ENSG00000272902,,TBC1D8-AS1
51293,ENSG00000201384,,
51294,ENSG00000232359,,
51295,ENSG00000221754,,MIR1260A
51296,ENSG00000235529,,AGAP1-IT1
51297,ENSG00000163485,,ADORA1
51298,ENSG00000100577,,GSTZ1
51299,ENSG00000115145,,STAM2
51300,ENSG00000126464,,PRR12
51301,ENSG00000165684,,SNAPC4
51302,ENSG00000158806,,NPM2
51303,ENSG00000123838,,C4BPA
51304,ENSG00000227077,,
51305,ENSG00000276532,,
51306,ENSG00000189375,,TBC1D28
51307,ENSG00000268636,,
51308,ENSG00000126458,,RRAS
51309,ENSG00000111669,,TPI1
51310,ENSG00000222072,,
51311,ENSG00000272572,,
51312,ENSG00000126461,,SCAF1
51313,ENSG00000229750,,
51314,ENSG00000119906,,SLF2
51315,ENSG00000229457,,LINC01789
51316,ENSG00000130714,,POMT1
51317,ENSG00000183292,,PRSS40A
51318,ENSG00000183292,,PRSS40A
51319,ENSG00000000971,,CFH
51320,ENSG00000262262,,
51321,ENSG00000287058,,
51322,ENSG00000174977,,
51323,ENSG00000224126,,UBE2SP2
51324,ENSG00000265693,,
51325,ENSG00000171931,,FBXW10
51326,ENSG00000184347,,SLIT3
51327,ENSG00000023228,,NDUFS1
51328,ENSG00000250021,,ARPIN-AP3S2
51329,ENSG00000126456,,IRF3
51330,ENSG00000120458,,MSANTD2
51331,ENSG00000158815,,FGF17
51332,ENSG00000112539,,C6orf118
51333,ENSG00000204842,,ATXN2
51334,ENSG00000264966,,MIR5094
51335,ENSG00000259677,,
51336,ENSG00000264796,,MIR5009
51337,ENSG00000212420,,RNU6-1111P
51338,ENSG00000242498,,ARPIN
51339,ENSG00000174996,,KLC2
51340,ENSG00000199523,,RNA5SP226
51341,ENSG00000206681,,RNU6-730P
51342,ENSG00000236627,,
51343,ENSG00000223942,,
51344,ENSG00000204386,,NEU1
51345,ENSG00000273476,,
51346,ENSG00000055950,,MRPL43
51347,ENSG00000252645,,RNU7-111P
51348,ENSG00000259273,,
51349,ENSG00000158856,,DMTN
51350,ENSG00000280377,,
51351,ENSG00000171928,,TVP23B
51352,ENSG00000182718,,ANXA2
51353,ENSG00000233626,,
51354,ENSG00000185495,,SEPTIN7P13
51355,ENSG00000100580,,TMED8
51356,ENSG00000233691,,
51357,ENSG00000288646,,
51358,ENSG00000283518,,LINC02775
51359,ENSG00000118200,,CAMSAP2
51360,ENSG00000135316,,SYNCRIP
51361,ENSG00000258510,,
51362,ENSG00000100583,,SAMD15
51363,ENSG00000183828,,NUDT14
51364,ENSG00000265478,,
51365,ENSG00000095539,,SEMA4G
51366,ENSG00000250111,,
51367,ENSG00000274747,,RN7SL627P
51368,ENSG00000264273,,
51369,ENSG00000233327,,USP32P2
51370,ENSG00000232415,,ELN-AS1
51371,ENSG00000273018,,FAM106A
51372,ENSG00000106683,,LIMK1
51373,ENSG00000185024,,BRF1
51374,ENSG00000152422,,XRCC4
51375,ENSG00000239523,,MYLK-AS1
51376,ENSG00000065534,,MYLK
51377,ENSG00000201489,,
51378,ENSG00000239697,,TNFSF12
51379,ENSG00000175274,,TP53I11
51380,ENSG00000132842,,AP3B1
51381,ENSG00000271527,,
51382,ENSG00000273551,,
51383,ENSG00000196557,,CACNA1H
51384,ENSG00000248871,,TNFSF12-TNFSF13
51385,ENSG00000143228,,NUF2
51386,ENSG00000207741,,MIR590
51387,ENSG00000105819,,PMPCB
51388,ENSG00000276384,,
51389,ENSG00000161956,,SENP3
51390,ENSG00000207551,,MIR608
51391,ENSG00000236662,,
51392,ENSG00000107815,,TWNK
51393,ENSG00000250174,,MYLK-AS2
51394,ENSG00000273123,,
51395,ENSG00000207002,,
51396,ENSG00000065371,,ROPN1
51397,ENSG00000064199,,SPA17
51398,ENSG00000266383,,MIR5002
51399,ENSG00000240622,,RPL7P15
51400,ENSG00000075785,,RAB7A
51401,ENSG00000166833,,NAV2
51402,ENSG00000107816,,LZTS2
51403,ENSG00000161057,,PSMC2
51404,ENSG00000272166,,
51405,ENSG00000275227,,
51406,ENSG00000283971,,MIR4442
51407,ENSG00000238225,,CRIP1P2
51408,ENSG00000277957,,SENP3-EIF4A1
51409,ENSG00000113231,,PDE8B
51410,ENSG00000151092,,NGLY1
51411,ENSG00000264772,,
51412,ENSG00000209582,,SNORA48
51413,ENSG00000238917,,SNORD10
51414,ENSG00000277985,,SNORA67
51415,ENSG00000129226,,CD68
51416,ENSG00000186862,,PDZD7
51417,ENSG00000233223,,
51418,ENSG00000225449,,RAB6C-AS1
51419,ENSG00000235827,,TUBB8P9
51420,ENSG00000231615,,
51421,ENSG00000182165,,TP53TG1
51422,ENSG00000231714,,
51423,ENSG00000174514,,MFSD4A
51424,ENSG00000129255,,MPDU1
51425,ENSG00000144452,,ABCA12
51426,ENSG00000107819,,SFXN3
51427,ENSG00000273623,,
51428,ENSG00000276185,,
51429,ENSG00000005469,,CROT
51430,ENSG00000218475,,ACTG1P18
51431,ENSG00000287397,,
51432,ENSG00000273162,,
51433,ENSG00000218536,,
51434,ENSG00000285858,,
51435,ENSG00000107821,,KAZALD1
51436,ENSG00000266128,,RN7SL366P
51437,ENSG00000286573,,
51438,ENSG00000260422,,
51439,ENSG00000230627,,
51440,ENSG00000288584,,
51441,ENSG00000288648,,
51442,ENSG00000226577,,MICC
51443,ENSG00000286301,,
51444,ENSG00000229068,,TMPOP1
51445,ENSG00000224936,,SUCLA2P1
51446,ENSG00000236603,,RANP1
51447,ENSG00000204592,,HLA-E
51448,ENSG00000232110,,
51449,ENSG00000143178,,TBX19
51450,ENSG00000119922,,IFIT2
51451,ENSG00000258500,,
51452,ENSG00000275036,,MIR8086
51453,ENSG00000282996,,MPP7-DT
51454,ENSG00000237746,,ZNF101P1
51455,ENSG00000253075,,RN7SKP92
51456,ENSG00000222666,,
51457,ENSG00000237128,,LINC02652
51458,ENSG00000224439,,RPSAP10
51459,ENSG00000183092,,BEGAIN
51460,ENSG00000222705,,RN7SKP39
51461,ENSG00000254635,,WAC-AS1
51462,ENSG00000274306,,MIR5088
51463,ENSG00000224420,,ADM5
51464,ENSG00000165643,,SOHLH1
51465,ENSG00000268677,,
51466,ENSG00000162409,,PRKAA2
51467,ENSG00000095787,,WAC
51468,ENSG00000169169,,CPT1C
51469,ENSG00000107147,,KCNT1
51470,ENSG00000235781,,LINC02569
51471,ENSG00000204576,,PRR3
51472,ENSG00000224837,,GCSHP5
51473,ENSG00000231547,,
51474,ENSG00000116833,,NR5A2
51475,ENSG00000259031,,
51476,ENSG00000258576,,
51477,ENSG00000197358,,BNIP3P1
51478,ENSG00000257869,,
51479,ENSG00000240179,,RPL26P3
51480,ENSG00000258038,,LINC02327
51481,ENSG00000213872,,RPL32P11
51482,ENSG00000158863,,FAM160B2
51483,ENSG00000216101,,MIR877
51484,ENSG00000213871,,TAF9BP1
51485,ENSG00000204569,,PPP1R10
51486,ENSG00000151093,,OXSM
51487,ENSG00000005471,,ABCB4
51488,ENSG00000257523,,LINC02326
51489,ENSG00000258028,,
51490,ENSG00000252065,,RNU6-864P
51491,ENSG00000257522,,
51492,ENSG00000230891,,LINC00692
51493,ENSG00000272205,,POU2F1-DT
51494,ENSG00000145198,,VWA5B2
51495,ENSG00000227740,,LINC02803
51496,ENSG00000135824,,RGS8
51497,ENSG00000258107,,
51498,ENSG00000286040,,
51499,ENSG00000212518,,RNU11-5P
51500,ENSG00000257120,,
51501,ENSG00000252686,,RNU6-1234P
51502,ENSG00000287142,,
51503,ENSG00000186960,,LINC01551
51504,ENSG00000260403,,
51505,ENSG00000259910,,
51506,ENSG00000261294,,
51507,ENSG00000116176,,TPSG1
51508,ENSG00000198133,,TMEM229B
51509,ENSG00000275074,,NUDT18
51510,ENSG00000277010,,
51511,ENSG00000197253,,TPSB2
51512,ENSG00000204568,,MRPS18B
51513,ENSG00000163364,,LINC01116
51514,ENSG00000168453,,HR
51515,ENSG00000259116,,
51516,ENSG00000259160,,
51517,ENSG00000227259,,HMGN2P22
51518,ENSG00000283994,,
51519,ENSG00000165807,,PPP1R36
51520,ENSG00000228400,,
51521,ENSG00000129194,,SOX15
51522,ENSG00000287085,,
51523,ENSG00000221120,,MIR1224
51524,ENSG00000114933,,INO80D
51525,ENSG00000214160,,ALG3
51526,ENSG00000260990,,
51527,ENSG00000129245,,FXR2
51528,ENSG00000000457,,SCYL3
51529,ENSG00000137343,,ATAT1
51530,ENSG00000259076,,
51531,ENSG00000259010,,NUP50P1
51532,ENSG00000126822,,PLEKHG3
51533,ENSG00000172236,,TPSAB1
51534,ENSG00000118246,,FASTKD2
51535,ENSG00000286185,,
51536,ENSG00000143507,,DUSP10
51537,ENSG00000129214,,SHBG
51538,ENSG00000112977,,DAP
51539,ENSG00000139163,,ETNK1
51540,ENSG00000070182,,SPTB
51541,ENSG00000284753,,EEF1AKMT4
51542,ENSG00000079246,,XRCC5
51543,ENSG00000284917,,EEF1AKMT4-ECE2
51544,ENSG00000085563,,ABCB1
51545,ENSG00000243829,,
51546,ENSG00000249437,,NAIP
51547,ENSG00000285638,,
51548,ENSG00000226520,,KIRREL1-IT1
51549,ENSG00000126467,,TSKS
51550,ENSG00000198483,,ANKRD35
51551,ENSG00000288677,,
51552,ENSG00000168476,,REEP4
51553,ENSG00000095917,,TPSD1
51554,ENSG00000284934,,
51555,ENSG00000260182,,
51556,ENSG00000206599,,RNU6-841P
51557,ENSG00000196364,,PRSS29P
51558,ENSG00000267180,,
51559,ENSG00000143367,,TUFT1
51560,ENSG00000258091,,
51561,ENSG00000243420,,RN7SL734P
51562,ENSG00000167625,,ZNF526
51563,ENSG00000257329,,
51564,ENSG00000261564,,
51565,ENSG00000198923,,
51566,ENSG00000260991,,
51567,ENSG00000257453,,
51568,ENSG00000257839,,
51569,ENSG00000260284,,TPSP2
51570,ENSG00000279539,,
51571,ENSG00000260710,,
51572,ENSG00000274751,,
51573,ENSG00000105722,,ERF
51574,ENSG00000163888,,CAMK2N2
51575,ENSG00000261505,,
51576,ENSG00000219274,,RPS20P2
51577,ENSG00000187109,,NAP1L1
51578,ENSG00000103275,,UBE2I
51579,ENSG00000175166,,PSMD2
51580,ENSG00000167619,,TMEM145
51581,ENSG00000252401,,RNU4ATAC6P
51582,ENSG00000231911,,TPRKBP1
51583,ENSG00000284269,,MIR7855
51584,ENSG00000207483,,RNU6-1067P
51585,ENSG00000279876,,
51586,ENSG00000095739,,BAMBI
51587,ENSG00000234949,,
51588,ENSG00000008382,,MPND
51589,ENSG00000287135,,
51590,ENSG00000270891,,
51591,ENSG00000171951,,SCG2
51592,ENSG00000009830,,POMT2
51593,ENSG00000235335,,B3GALT1-AS1
51594,ENSG00000236716,,
51595,ENSG00000201001,,RNU6-270P
51596,ENSG00000235824,,LINC00837
51597,ENSG00000159186,,ATP5POP1
51598,ENSG00000280721,,LINC01943
51599,ENSG00000233286,,MTND3P10
51600,ENSG00000227890,,PSMA2P3
51601,ENSG00000271220,,
51602,ENSG00000256925,,ADGRA1-AS1
51603,ENSG00000257226,,
51604,ENSG00000235264,,RPL5P28
51605,ENSG00000224063,,
51606,ENSG00000171794,,UTF1
51607,ENSG00000151650,,VENTX
51608,ENSG00000166917,,MIR202HG
51609,ENSG00000153208,,MERTK
51610,ENSG00000168481,,LGI3
51611,ENSG00000284219,,MIR202
51612,ENSG00000273980,,
51613,ENSG00000151651,,ADAM8
51614,ENSG00000145494,,NDUFS6
51615,ENSG00000260021,,
51616,ENSG00000284592,,
51617,ENSG00000230987,,
51618,ENSG00000232527,,LINC02802
51619,ENSG00000232527,,LINC02802
51620,ENSG00000232527,,LINC02802
51621,ENSG00000113263,,ITK
51622,ENSG00000275392,,
51623,ENSG00000215833,,QRSL1P1
51624,ENSG00000229291,,LINC02768
51625,ENSG00000228167,,
51626,ENSG00000225325,,
51627,ENSG00000223344,,
51628,ENSG00000276110,,
51629,ENSG00000197959,,DNM3
51630,ENSG00000228415,,PTMAP1
51631,ENSG00000204564,,C6orf136
51632,ENSG00000168487,,BMP1
51633,ENSG00000198677,,TTC37
51634,ENSG00000231956,,HNRNPA1P9
51635,ENSG00000228596,,
51636,ENSG00000196262,,PPIA
51637,ENSG00000269807,,
51638,ENSG00000267938,,EIF1P6
51639,ENSG00000269318,,
51640,ENSG00000141985,,SH3GL1
51641,ENSG00000204560,,DHX16
51642,ENSG00000286621,,
51643,ENSG00000227107,,
51644,ENSG00000198546,,ZNF511
51645,ENSG00000237041,,RPL27P8
51646,ENSG00000280409,,LINC01101
51647,ENSG00000227418,,PCGEM1
51648,ENSG00000236485,,LINC01945
51649,ENSG00000286026,,
51650,ENSG00000222007,,
51651,ENSG00000229321,,
51652,ENSG00000283496,,ZNF511-PRAP1
51653,ENSG00000130643,,CALY
51654,ENSG00000105968,,H2AZ2
51655,ENSG00000233131,,RPS15AP14
51656,ENSG00000236664,,
51657,ENSG00000231955,,
51658,ENSG00000232970,,POLHP1
51659,ENSG00000228098,,
51660,ENSG00000225813,,
51661,ENSG00000198914,,POU3F3
51662,ENSG00000197927,,NBEAP2
51663,ENSG00000114867,,EIF4G1
51664,ENSG00000230306,,BANF1P2
51665,ENSG00000226410,,
51666,ENSG00000226699,,
51667,ENSG00000286223,,
51668,ENSG00000165828,,PRAP1
51669,ENSG00000227946,,
51670,ENSG00000115165,,CYTIP
51671,ENSG00000135373,,EHF
51672,ENSG00000148803,,FUOM
51673,ENSG00000007516,,BAIAP3
51674,ENSG00000234183,,LINC01952
51675,ENSG00000146676,,PURB
51676,ENSG00000127884,,ECHS1
51677,ENSG00000284261,,MIR4657
51678,ENSG00000272768,,
51679,ENSG00000230160,,
51680,ENSG00000228903,,RASA4CP
51681,ENSG00000204574,,ABCF1
51682,ENSG00000267980,,
51683,ENSG00000167670,,CHAF1A
51684,ENSG00000235314,,LINC00957
51685,ENSG00000141504,,SAT2
51686,ENSG00000229536,,LINC02572
51687,ENSG00000265395,,MIR3944
51688,ENSG00000136279,,DBNL
51689,ENSG00000274685,,
51690,ENSG00000236478,,
51691,ENSG00000148832,,PAOX
51692,ENSG00000136560,,TANK
51693,ENSG00000228191,,
51694,ENSG00000048162,,NOP16
51695,ENSG00000234775,,
51696,ENSG00000267255,,
51697,ENSG00000167671,,UBXN6
51698,ENSG00000133063,,CHIT1
51699,ENSG00000129244,,ATP1B2
51700,ENSG00000286264,,
51701,ENSG00000110031,,LPXN
51702,ENSG00000108947,,EFNB3
51703,ENSG00000184394,,OR4N5
51704,ENSG00000142208,,AKT1
51705,ENSG00000183914,,DNAH2
51706,ENSG00000225830,,ERCC6
51707,ENSG00000177098,,SCN4B
51708,ENSG00000145912,,NHP2
51709,ENSG00000229961,,
51710,ENSG00000180999,,C1orf105
51711,ENSG00000166741,,NNMT
51712,ENSG00000132911,,NMUR2
51713,ENSG00000271237,,HMGB1P50
51714,ENSG00000070748,,CHAT
51715,ENSG00000164256,,PRDM9
51716,ENSG00000266437,,MIR4746
51717,ENSG00000267030,,
51718,ENSG00000150732,,
51719,ENSG00000280239,,
51720,ENSG00000234277,,LINC01641
51721,ENSG00000267769,,
51722,ENSG00000267011,,
51723,ENSG00000129083,,COPB1
51724,ENSG00000203784,,LELP1
51725,ENSG00000167674,,HDGFL2
51726,ENSG00000157064,,NMNAT2
51727,ENSG00000069018,,TRPC7
51728,ENSG00000204525,,HLA-C
51729,ENSG00000277527,,LINC01796
51730,ENSG00000155636,,RBM45
51731,ENSG00000288139,,
51732,ENSG00000203666,,EFCAB2
51733,ENSG00000240480,,RPL29P2
51734,ENSG00000262628,,OR1D5
51735,ENSG00000262628,,OR1D5
51736,ENSG00000262085,,OR1P1
51737,ENSG00000142163,,OR1E3
51738,ENSG00000252283,,
51739,ENSG00000240873,,RPS29P22
51740,ENSG00000287721,,
51741,ENSG00000267644,,
51742,ENSG00000213962,,API5P2
51743,ENSG00000223826,,LINC01870
51744,ENSG00000237575,,PYY2
51745,ENSG00000233459,,
51746,ENSG00000225369,,CAPZA1P2
51747,ENSG00000228499,,TMSB10P1
51748,ENSG00000267259,,ERVE-1
51749,ENSG00000266830,,
51750,ENSG00000263788,,
51751,ENSG00000264486,,
51752,ENSG00000260777,,
51753,ENSG00000266306,,
51754,ENSG00000169629,,RGPD8
51755,ENSG00000264029,,
51756,ENSG00000265480,,KRT18P55
51757,ENSG00000109084,,TMEM97
51758,ENSG00000167676,,PLIN4
51759,ENSG00000214456,,PLIN5
51760,ENSG00000109079,,TNFAIP1
51761,ENSG00000267385,,
51762,ENSG00000171236,,LRG1
51763,ENSG00000267408,,
51764,ENSG00000243414,,TICAM2
51765,ENSG00000185361,,TNFAIP8L1
51766,ENSG00000205572,,SERF1B
51767,ENSG00000205572,,SERF1B
51768,ENSG00000268565,,
51769,ENSG00000269082,,
51770,ENSG00000226015,,CCT8P1
51771,ENSG00000242779,,ZNF702P
51772,ENSG00000215808,,LINC01139
51773,ENSG00000059588,,TARBP1
51774,ENSG00000148925,,BTBD10
51775,ENSG00000230269,,LINC02525
51776,ENSG00000268282,,
51777,ENSG00000267943,,
51778,ENSG00000269526,,ERVV-1
51779,ENSG00000221977,,OR4E2
51780,ENSG00000188747,,NOXA1
51781,ENSG00000207952,,MIR624
51782,ENSG00000268964,,ERVV-2
51783,ENSG00000082269,,FAM135A
51784,ENSG00000184887,,BTBD6
51785,ENSG00000187714,,SLC18A3
51786,ENSG00000051596,,THOC3
51787,ENSG00000178645,,C10orf53
51788,ENSG00000285881,,
51789,ENSG00000168490,,PHYHIP
51790,ENSG00000183207,,RUVBL2
51791,ENSG00000176198,,OR11H4
51792,ENSG00000198105,,ZNF248
51793,ENSG00000004142,,POLDIP2
51794,ENSG00000198513,,ATL1
51795,ENSG00000265972,,TXNIP
51796,ENSG00000284067,,MIR6837
51797,ENSG00000164708,,PGAM2
51798,ENSG00000239775,,
51799,ENSG00000208037,,MIR320A
51800,ENSG00000168495,,POLR3D
51801,ENSG00000122678,,POLM
51802,ENSG00000240513,,
51803,ENSG00000213867,,
51804,ENSG00000244045,,TMEM199
51805,ENSG00000100473,,COCH
51806,ENSG00000213189,,BTF3L4P2
51807,ENSG00000135074,,ADAM19
51808,ENSG00000228586,,
51809,ENSG00000231512,,SEPTIN14P21
51810,ENSG00000234279,,LINC01937
51811,ENSG00000237580,,GCSHP3
51812,ENSG00000224070,,HMGN1P6
51813,ENSG00000215692,,
51814,ENSG00000143162,,CREG1
51815,ENSG00000231890,,DARS1-AS1
51816,ENSG00000266412,,NCOA4
51817,ENSG00000060749,,QSER1
51818,ENSG00000237379,,CBX1P3
51819,ENSG00000236724,,
51820,ENSG00000275131,,PDE4DIPP2
51821,ENSG00000237009,,GLIS3-AS1
51822,ENSG00000230001,,
51823,ENSG00000228322,,
51824,ENSG00000200941,,RNU6-694P
51825,ENSG00000273898,,MIR6798
51826,ENSG00000137073,,UBAP2
51827,ENSG00000104826,,LHB
51828,ENSG00000268655,,
51829,ENSG00000258924,,
51830,ENSG00000267335,,
51831,ENSG00000284532,,MIR4723
51832,ENSG00000265618,,
51833,ENSG00000274529,,SEBOX
51834,ENSG00000267019,,NTF6A
51835,ENSG00000287452,,
51836,ENSG00000064989,,CALCRL
51837,ENSG00000232959,,
51838,ENSG00000267099,,NTF6G
51839,ENSG00000233791,,LINC01136
51840,ENSG00000267685,,NTF6B
51841,ENSG00000268669,,
51842,ENSG00000273171,,
51843,ENSG00000189052,,CGB5
51844,ENSG00000109072,,VTN
51845,ENSG00000159166,,LAD1
51846,ENSG00000167286,,CD3D
51847,ENSG00000269706,,
51848,ENSG00000283663,,
51849,ENSG00000283251,,
51850,ENSG00000268108,,
51851,ENSG00000225950,,NTF4
51852,ENSG00000268287,,
51853,ENSG00000265675,,RN7SL708P
51854,ENSG00000104852,,SNRNP70
51855,ENSG00000277450,,
51856,ENSG00000279532,,
51857,ENSG00000265060,,PPY2P
51858,ENSG00000149782,,PLCB3
51859,ENSG00000254064,,
51860,ENSG00000197181,,PIWIL2
51861,ENSG00000197879,,MYO1C
51862,ENSG00000010438,,PRSS3
51863,ENSG00000117153,,KLHL12
51864,ENSG00000252995,,RNU6-667P
51865,ENSG00000259548,,
51866,ENSG00000136371,,MTHFS
51867,ENSG00000226708,,
51868,ENSG00000275768,,SLC2AXP1
51869,ENSG00000257941,,
51870,ENSG00000258304,,
51871,ENSG00000257872,,
51872,ENSG00000115252,,PDE1A
51873,ENSG00000252858,,RNU6-1271P
51874,ENSG00000255920,,CCND2-AS1
51875,ENSG00000165606,,DRGX
51876,ENSG00000261229,,
51877,ENSG00000165983,,PTER
51878,ENSG00000259332,,ST20-MTHFS
51879,ENSG00000078237,,TIGAR
51880,ENSG00000279394,,
51881,ENSG00000286813,,
51882,ENSG00000104863,,LIN7B
51883,ENSG00000180953,,ST20
51884,ENSG00000113558,,SKP1
51885,ENSG00000283969,,MIR6838
51886,ENSG00000122224,,LY9
51887,ENSG00000106636,,YKT6
51888,ENSG00000288592,,
51889,ENSG00000278600,,
51890,ENSG00000148339,,SLC25A25
51891,ENSG00000259642,,ST20-AS1
51892,ENSG00000288604,,
51893,ENSG00000213970,,
51894,ENSG00000259770,,
51895,ENSG00000096746,,HNRNPH3
51896,ENSG00000271364,,
51897,ENSG00000118972,,FGF23
51898,ENSG00000279705,,
51899,ENSG00000275460,,
51900,ENSG00000086666,,ZFAND6
51901,ENSG00000118971,,CCND2
51902,ENSG00000221916,,C19orf73
51903,ENSG00000174677,,VN1R6P
51904,ENSG00000213799,,ZNF845
51905,ENSG00000203326,,ZNF525
51906,ENSG00000172348,,RCAN2
51907,ENSG00000258525,,
51908,ENSG00000135414,,GDF11
51909,ENSG00000241069,,
51910,ENSG00000165312,,OTUD1
51911,ENSG00000196417,,ZNF765
51912,ENSG00000253626,,EIF5AL1
51913,ENSG00000188816,,HMX2
51914,ENSG00000196792,,STRN3
51915,ENSG00000205323,,SARNP
51916,ENSG00000227345,,PARG
51917,ENSG00000183137,,CEP57L1
51918,ENSG00000239912,,RPL39P36
51919,ENSG00000249435,,
51920,ENSG00000243781,,
51921,ENSG00000241015,,TPM3P9
51922,ENSG00000131779,,PEX11B
51923,ENSG00000218416,,
51924,ENSG00000287608,,
51925,ENSG00000198346,,ZNF813
51926,ENSG00000221393,,MIR1302-6
51927,ENSG00000225000,,
51928,ENSG00000222164,,RN7SKP266
51929,ENSG00000226522,,HDAC9-AS1
51930,ENSG00000232492,,NPM1P13
51931,ENSG00000250990,,
51932,ENSG00000228288,,PCAT6
51933,ENSG00000250731,,TPM3P6
51934,ENSG00000065413,,ANKRD44
51935,ENSG00000127951,,FGL2
51936,ENSG00000241434,,
51937,ENSG00000213777,,
51938,ENSG00000162782,,TDRD5
51939,ENSG00000274892,,
51940,ENSG00000268864,,
51941,ENSG00000145868,,FBXO38
51942,ENSG00000146535,,GNA12
51943,ENSG00000269608,,OSTCP3
51944,ENSG00000242668,,RN7SL317P
51945,ENSG00000204595,,DPRX
51946,ENSG00000200393,,RNU6-698P
51947,ENSG00000270347,,
51948,ENSG00000207645,,MIR512-1
51949,ENSG00000207644,,MIR512-2
51950,ENSG00000221017,,MIR1323
51951,ENSG00000207869,,MIR498
51952,ENSG00000207599,,MIR520E
51953,ENSG00000207616,,MIR515-1
51954,ENSG00000207810,,MIR519E
51955,ENSG00000283540,,MIR520F
51956,ENSG00000207615,,MIR515-2
51957,ENSG00000207788,,MIR519C
51958,ENSG00000221421,,MIR1283-1
51959,ENSG00000207594,,MIR520A
51960,ENSG00000207580,,MIR526B
51961,ENSG00000207825,,MIR519B
51962,ENSG00000207711,,MIR525
51963,ENSG00000257390,,
51964,ENSG00000283455,,MIR523
51965,ENSG00000207706,,MIR518F
51966,ENSG00000207722,,MIR520B
51967,ENSG00000207862,,MIR518B
51968,ENSG00000207629,,MIR526A1
51969,ENSG00000207738,,MIR520C
51970,ENSG00000283490,,MIR518C
51971,ENSG00000283289,,MIR524
51972,ENSG00000207734,,MIR517A
51973,ENSG00000207981,,MIR519D
51974,ENSG00000137094,,DNAJB5
51975,ENSG00000207549,,MIR521-2
51976,ENSG00000251843,,RNU6-803P
51977,ENSG00000207735,,MIR520D
51978,ENSG00000207837,,MIR517B
51979,ENSG00000207799,,MIR520G
51980,ENSG00000207925,,MIR516B2
51981,ENSG00000211532,,MIR526A2
51982,ENSG00000207987,,MIR518E
51983,ENSG00000207803,,MIR518A1
51984,ENSG00000252734,,RNU6-980P
51985,ENSG00000283330,,MIR518D
51986,ENSG00000207946,,MIR516B1
51987,ENSG00000207699,,MIR518A2
51988,ENSG00000207838,,MIR517C
51989,ENSG00000207861,,MIR520H
