,ensembl_gene_id,prev_symbol,symbol
3012,ENSG00000281095,,
3013,ENSG00000281668,,IGKV1OR2-118
3014,ENSG00000235317,,HCG4
3015,ENSG00000234475,,HSPA1A
3016,ENSG00000231608,,TNXB
3017,ENSG00000276709,,
3018,ENSG00000224538,,MCCD1P1
3019,ENSG00000235443,,POLR1H
3020,ENSG00000226187,,LY6G6E
3021,ENSG00000274609,,KIR2DL4
3022,ENSG00000225732,,TRIM31-AS1
3023,ENSG00000238234,,
3024,ENSG00000242335,,CFB
3025,ENSG00000280868,,LINC00242
3026,ENSG00000281305,,LINC00574
3027,ENSG00000281249,,
3028,ENSG00000226657,,SAR1AP1
3029,ENSG00000281833,,
3030,ENSG00000235342,,RPL7P4
3031,ENSG00000237698,,GPR53P
3032,ENSG00000275368,,DYNLT2
3033,ENSG00000236149,,ABCF1
3034,ENSG00000278749,,CCDC166
3035,ENSG00000274352,,ZNF707
3036,ENSG00000274352,,ZNF707
3037,ENSG00000273814,,OCLN
3038,ENSG00000282314,,
3039,ENSG00000281965,,PKD1P3
3040,ENSG00000206517,,OR11A1
3041,ENSG00000229737,,TMEM183AP1
3042,ENSG00000206395,,DDAH2
3043,ENSG00000282788,,
3044,ENSG00000276286,,ADAM2
3045,ENSG00000225274,,GPR53P
3046,ENSG00000273592,,MBOAT7
3047,ENSG00000229430,,RPL3P2
3048,ENSG00000241166,,HLA-L
3049,ENSG00000227317,,DDAH2
3050,ENSG00000285499,,
3051,ENSG00000276914,,CEP20
3052,ENSG00000274434,,
3053,ENSG00000224542,,TRIM31
3054,ENSG00000278839,,SERF1B
3055,ENSG00000278839,,SERF1B
3056,ENSG00000276616,,DUX4L9
3057,ENSG00000280590,,
3058,ENSG00000173876,,TUBB7P
3059,ENSG00000280930,,
3060,ENSG00000274972,,FRG2
3061,ENSG00000232045,,EHMT2
3062,ENSG00000275730,,LILRB4
3063,ENSG00000281543,,FRG1-DT
3064,ENSG00000281409,,
3065,ENSG00000280732,,
3066,ENSG00000275145,,FRG1
3067,ENSG00000277868,,CCDC125
3068,ENSG00000223447,,HLA-DPA3
3069,ENSG00000235877,,
3070,ENSG00000237898,,HCG15
3071,ENSG00000224954,,PAIP1P1
3072,ENSG00000236346,,NFKBIL1
3073,ENSG00000276126,,GAL3ST2
3074,ENSG00000282445,,RPL15P20
3075,ENSG00000273808,,ABCC6P2
3076,ENSG00000277926,,NEU4
3077,ENSG00000282528,,
3078,ENSG00000275498,,PDXDC1
3079,ENSG00000224941,,TCF19
3080,ENSG00000281015,,
3081,ENSG00000277908,,RNU1-51P
3082,ENSG00000275999,,
3083,ENSG00000277584,,
3084,ENSG00000282228,,PAM16
3085,ENSG00000275545,,KIR3DL1
3086,ENSG00000225927,,DDX6P1
3087,ENSG00000231343,,HCG25
3088,ENSG00000230885,,MOG
3089,ENSG00000243286,,
3090,ENSG00000227843,,DDX6P1
3091,ENSG00000137384,,TRIM15
3092,ENSG00000225989,,ABCF1
3093,ENSG00000277219,,NAIPP4
3094,ENSG00000231555,,HSPA1B
3095,ENSG00000225141,,PRRT1
3096,ENSG00000225141,,PRRT1
3097,ENSG00000226893,,HLA-H
3098,ENSG00000277680,,
3099,ENSG00000275311,,
3100,ENSG00000238130,,LTA
3101,ENSG00000275192,,LINC02197
3102,ENSG00000280235,,
3103,ENSG00000276794,,
3104,ENSG00000273847,,
3105,ENSG00000274138,,HMGN1P12
3106,ENSG00000273909,,
3107,ENSG00000275282,,CFL1P5
3108,ENSG00000224158,,RPL13P
3109,ENSG00000279247,,AK6
3110,ENSG00000230700,,CSNK2B
3111,ENSG00000282011,,
3112,ENSG00000206428,,AIF1
3113,ENSG00000231677,,HLA-DQB1-AS1
3114,ENSG00000276726,,DNAJA3
3115,ENSG00000282685,,
3116,ENSG00000230060,,MPIG6B
3117,ENSG00000278016,,TIGD5
3118,ENSG00000282617,,
3119,ENSG00000276340,,ZNF623
3120,ENSG00000282519,,
3121,ENSG00000277781,,MROH6
3122,ENSG00000277036,,
3123,ENSG00000276909,,
3124,ENSG00000277773,,SMN2
3125,ENSG00000277773,,SMN2
3126,ENSG00000280686,,LINC01237
3127,ENSG00000281624,,
3128,ENSG00000281082,,
3129,ENSG00000281648,,
3130,ENSG00000281553,,FAM240C
3131,ENSG00000277949,,RTP5
3132,ENSG00000276977,,PDCD1
3133,ENSG00000227296,,HLA-H
3134,ENSG00000234140,,DDX39BP2
3135,ENSG00000274287,,SCRIB
3136,ENSG00000206511,,GABBR1
3137,ENSG00000282490,,
3138,ENSG00000282230,,ADAM9
3139,ENSG00000282680,,
3140,ENSG00000223352,,HLA-U
3141,ENSG00000282250,,
3142,ENSG00000232632,,GABBR1
3143,ENSG00000274129,,TSEN34
3144,ENSG00000278461,,MRPS36
3145,ENSG00000274336,,CDIP1
3146,ENSG00000273656,,
3147,ENSG00000274881,,LILRP1
3148,ENSG00000274506,,
3149,ENSG00000275825,,
3150,ENSG00000273935,,CDH12P4
3151,ENSG00000277600,,CNOT3
3152,ENSG00000273799,,
3153,ENSG00000275594,,ADAM32
3154,ENSG00000275396,,PMCHL2
3155,ENSG00000229802,,SLC39A7
3156,ENSG00000276297,,
3157,ENSG00000276297,,
3158,ENSG00000275420,,
3159,ENSG00000277139,,
3160,ENSG00000280514,,
3161,ENSG00000235632,,OR2J1
3162,ENSG00000229100,,OR2P1P
3163,ENSG00000225403,,WASF5P
3164,ENSG00000229959,,HLA-K
3165,ENSG00000262752,,
3166,ENSG00000262476,,
3167,ENSG00000276634,,KIR2DS4
3168,ENSG00000261847,,
3169,ENSG00000231003,,MPIG6B
3170,ENSG00000262510,,
3171,ENSG00000262704,,RNU4-45P
3172,ENSG00000274950,,RPS9
3173,ENSG00000280658,,
3174,ENSG00000275122,,THEMIS
3175,ENSG00000224378,,MICB
3176,ENSG00000231895,,HLA-DPA3
3177,ENSG00000234216,,HNRNPA1P2
3178,ENSG00000223887,,PRR3
3179,ENSG00000235336,,SLC44A4
3180,ENSG00000235801,,LINC02569
3181,ENSG00000282725,,CORO7
3182,ENSG00000275019,,LILRB3
3183,ENSG00000275019,,LILRB3
3184,ENSG00000275019,,LILRB3
3185,ENSG00000275019,,LILRB3
3186,ENSG00000235680,,HLA-G
3187,ENSG00000226932,,OR2U2P
3188,ENSG00000235380,,MICD
3189,ENSG00000223980,,HLA-A
3190,ENSG00000282128,,
3191,ENSG00000227665,,C6orf47-AS1
3192,ENSG00000241394,,HLA-DMA
3193,ENSG00000223952,,TNF
3194,ENSG00000226691,,HLA-Z
3195,ENSG00000224564,,HCG4
3196,ENSG00000236353,,PBX2
3197,ENSG00000274410,,KIR2DL3
3198,ENSG00000275470,,LENG8-AS1
3199,ENSG00000273574,,LENG9
3200,ENSG00000228891,,DDX39BP1
3201,ENSG00000275290,,LILRA2
3202,ENSG00000226060,,TRIM26
3203,ENSG00000282382,,
3204,ENSG00000229573,,
3205,ENSG00000233049,,DHX16
3206,ENSG00000278548,,ADAM18
3207,ENSG00000236225,,HCG4
3208,ENSG00000235708,,COL11A2
3209,ENSG00000231268,,AGER
3210,ENSG00000275865,,SPACA7
3211,ENSG00000282522,,PKD1P1
3212,ENSG00000277845,,RN7SKP175
3213,ENSG00000275331,,ABCC6
3214,ENSG00000282003,,TUBGCP3
3215,ENSG00000282647,,LINC01070
3216,ENSG00000282706,,LINC01043
3217,ENSG00000282737,,LINC01044
3218,ENSG00000235744,,HLA-DOA
3219,ENSG00000240433,,LY6G5B
3220,ENSG00000227754,,SUCLA2P1
3221,ENSG00000229074,,HLA-DRB1
3222,ENSG00000235405,,HCG15
3223,ENSG00000226462,,KRT18P1
3224,ENSG00000228163,,HLA-DPA1
3225,ENSG00000277080,,
3226,ENSG00000206355,,CCHCR1
3227,ENSG00000275650,,TTYH1
3228,ENSG00000281847,,
3229,ENSG00000282698,,RPL3P10
3230,ENSG00000281396,,
3231,ENSG00000281141,,CYB5AP3
3232,ENSG00000277377,,SERPINA1
3233,ENSG00000231197,,
3234,ENSG00000228760,,BAG6
3235,ENSG00000276447,,LILRP1
3236,ENSG00000276976,,LILRP2
3237,ENSG00000275806,,TARM1
3238,ENSG00000274870,,OR2T4
3239,ENSG00000276821,,OR2T2
3240,ENSG00000274887,,VSTM1
3241,ENSG00000275244,,OR2T1
3242,ENSG00000235401,,
3243,ENSG00000278689,,OR2T6
3244,ENSG00000281395,,OR2T7
3245,ENSG00000242726,,RPP21
3246,ENSG00000242726,,RPP21
3247,ENSG00000278377,,OR2T3
3248,ENSG00000273827,,OR2T5
3249,ENSG00000282247,,
3250,ENSG00000275543,,MPV17L
3251,ENSG00000224120,,C6orf136
3252,ENSG00000224143,,EHMT2
3253,ENSG00000275736,,OSCAR
3254,ENSG00000282597,,
3255,ENSG00000275779,,NTAN1
3256,ENSG00000226467,,AGPAT1
3257,ENSG00000274089,,PRIMA1
3258,ENSG00000203624,,MRPS18B
3259,ENSG00000275605,,NDUFA3
3260,ENSG00000275214,,IFI27
3261,ENSG00000235712,,RXRB
3262,ENSG00000277088,,OSCAR
3263,ENSG00000282217,,
3264,ENSG00000233113,,RPL7AP7
3265,ENSG00000206398,,LY6G6C
3266,ENSG00000278372,,MYO19
3267,ENSG00000237884,,
3268,ENSG00000206513,,UBD
3269,ENSG00000274418,,RDH13
3270,ENSG00000206519,,RPL13AP
3271,ENSG00000282167,,
3272,ENSG00000169260,,ZNF311
3273,ENSG00000278308,,NPIPA3
3274,ENSG00000275889,,
3275,ENSG00000278326,,PPP4R4
3276,ENSG00000276339,,
3277,ENSG00000278161,,TFPT
3278,ENSG00000215601,,TSPY24P
3279,ENSG00000215603,,ZNF92P1Y
3280,ENSG00000231341,,VDAC1P6
3281,ENSG00000231436,,RBMY3AP
3282,ENSG00000206480,,FLOT1
3283,ENSG00000234795,,RFTN1P1
3284,ENSG00000277707,,
3285,ENSG00000225878,,SERBP1P2
3286,ENSG00000236435,,TSPY12P
3287,ENSG00000282744,,
3288,ENSG00000278478,,
3289,ENSG00000258991,,DUX4L19
3290,ENSG00000281975,,
3291,ENSG00000282255,,
3292,ENSG00000275951,,
3293,ENSG00000237048,,TTTY12
3294,ENSG00000282332,,
3295,ENSG00000276681,,LENG8
3296,ENSG00000234623,,MOG
3297,ENSG00000278823,,BMERB1
3298,ENSG00000227655,,PTMAP1
3299,ENSG00000197038,,RBMY1A3P
3300,ENSG00000237348,,
3301,ENSG00000147761,,TTTY7B
3302,ENSG00000236926,,ZDHHC20P1
3303,ENSG00000224455,,VPS52
3304,ENSG00000224518,,
3305,ENSG00000231988,,OFD1P3Y
3306,ENSG00000238073,,RBMY2HP
3307,ENSG00000275866,,
3308,ENSG00000237427,,TOMM22P1
3309,ENSG00000206159,,GYG2P1
3310,ENSG00000278316,,
3311,ENSG00000286173,,
3312,ENSG00000131538,,TTTY6
3313,ENSG00000271595,,ELOCP35
3314,ENSG00000183704,,SLC9B1P1
3315,ENSG00000278440,,
3316,ENSG00000233944,,LINC00265-3P
3317,ENSG00000232927,,USP12PY
3318,ENSG00000240450,,CSPG4P1Y
3319,ENSG00000273807,,
3320,ENSG00000229250,,USP9YP31
3321,ENSG00000239225,,TTTY23
3322,ENSG00000277438,,KDM5DP1
3323,ENSG00000147753,,TTTY7
3324,ENSG00000278268,,MOAP1
3325,ENSG00000228786,,LINC00266-4P
3326,ENSG00000286217,,LINC00279
3327,ENSG00000275947,,TMEM251
3328,ENSG00000275618,,BFAR
3329,ENSG00000277405,,SERPINA6
3330,ENSG00000259154,,DUX4L17
3331,ENSG00000233803,,TSPY4
3332,ENSG00000274232,,KIR2DL4
3333,ENSG00000281032,,FAM181A-AS1
3334,ENSG00000224859,,POLR1H
3335,ENSG00000282412,,
3336,ENSG00000277222,,BTBD7
3337,ENSG00000282074,,
3338,ENSG00000282427,,
3339,ENSG00000282086,,PKD1P6
3340,ENSG00000281511,,MTCO2P32
3341,ENSG00000280841,,
3342,ENSG00000169789,,PRY
3343,ENSG00000275079,,LPCAT1
3344,ENSG00000239497,,LY6G5B
3345,ENSG00000205936,,PPP1R12BP2
3346,ENSG00000231874,,TSPY18P
3347,ENSG00000273589,,
3348,ENSG00000226061,,PCMTD1P1
3349,ENSG00000225189,,REREP1Y
3350,ENSG00000273863,,
3351,ENSG00000280961,,TTTY3B
3352,ENSG00000231514,,CCNQP2
3353,ENSG00000235511,,OFD1P18Y
3354,ENSG00000228571,,HSFY7P
3355,ENSG00000226027,,HLA-S
3356,ENSG00000227633,,RBMY2YP
3357,ENSG00000275911,,NDE1
3358,ENSG00000233450,,KIFC1
3359,ENSG00000223407,,USP9YP18
3360,ENSG00000234744,,USP9YP26
3361,ENSG00000226504,,TMEM167AP1
3362,ENSG00000232845,,TRAPPC2P9
3363,ENSG00000232583,,GPR143P
3364,ENSG00000271375,,
3365,ENSG00000169811,,RBMY1HP
3366,ENSG00000278503,,KIR2DL1
3367,ENSG00000235001,,EIF4A1P2
3368,ENSG00000224634,,ZNF736P6Y
3369,ENSG00000285470,,TUSC2P1
3370,ENSG00000226092,,RBMY2AP
3371,ENSG00000240042,,
3372,ENSG00000225516,,FAM197Y5
3373,ENSG00000275841,,LILRA3
3374,ENSG00000212856,,TTTY2B
3375,ENSG00000277930,,
3376,ENSG00000276880,,IFI27L1
3377,ENSG00000129862,,VCY1B
3378,ENSG00000236620,,XKRYP3
3379,ENSG00000228890,,TTTY21
3380,ENSG00000234620,,PUDPP1
3381,ENSG00000236690,,
3382,ENSG00000188656,,TSPY7P
3383,ENSG00000274811,,CLPTM1L
3384,ENSG00000273693,,CDRT15P10
3385,ENSG00000275310,,
3386,ENSG00000206281,,TAPBP
3387,ENSG00000114374,,USP9Y
3388,ENSG00000114374,,USP9Y
3389,ENSG00000275156,,NCR1
3390,ENSG00000229075,,
3391,ENSG00000225150,,OR2G1P
3392,ENSG00000237395,,MICD
3393,ENSG00000228186,,PRR3
3394,ENSG00000227600,,PPT2
3395,ENSG00000281929,,RPL17P40
3396,ENSG00000282091,,
3397,ENSG00000277140,,MARF1
3398,ENSG00000276416,,UNC79
3399,ENSG00000225145,,HLA-S
3400,ENSG00000230016,,DHFRP2
3401,ENSG00000230708,,HLA-DPB1
3402,ENSG00000282015,,
3403,ENSG00000278644,,PCGF2
3404,ENSG00000231288,,RPL32P1
3405,ENSG00000206258,,TNXB
3406,ENSG00000260538,,HLA-P
3407,ENSG00000275440,,
3408,ENSG00000234642,,PPP1R2P1
3409,ENSG00000225954,,WASF5P
3410,ENSG00000278444,,CDC42EP5
3411,ENSG00000238196,,NOTCH4
3412,ENSG00000237545,,POLR2LP1
3413,ENSG00000229038,,RANP1
3414,ENSG00000206366,,ZBTB12
3415,ENSG00000227974,,
3416,ENSG00000278826,,
3417,ENSG00000275525,,LILRA1
3418,ENSG00000225967,,TAP2
3419,ENSG00000096155,,BAG6
3420,ENSG00000232235,,CDY3P
3421,ENSG00000230678,,BRD2
3422,ENSG00000239893,,ZNF736P9Y
3423,ENSG00000169849,,TSPY14P
3424,ENSG00000281736,,LINC01511
3425,ENSG00000224827,,LINC00265-2P
3426,ENSG00000284380,,
3427,ENSG00000169807,,PRY2
3428,ENSG00000281992,,
3429,ENSG00000276996,,SLC6A3
3430,ENSG00000275851,,MLLT6
3431,ENSG00000225287,,OFD1P13Y
3432,ENSG00000227867,,ELOCP11
3433,ENSG00000278437,,LILRB5
3434,ENSG00000234110,,TSPY25P
3435,ENSG00000230029,,CDY11P
3436,ENSG00000223422,,
3437,ENSG00000215506,,TPTE2P4
3438,ENSG00000224571,,USP9YP13
3439,ENSG00000231159,,OFD1P8Y
3440,ENSG00000225653,,RNF19BPY
3441,ENSG00000251618,,
3442,ENSG00000229159,,TSPY23P
3443,ENSG00000229685,,HLA-DPA1
3444,ENSG00000223406,,XKRYP5
3445,ENSG00000234803,,FAM197Y2
3446,ENSG00000228578,,TUBB1P2
3447,ENSG00000233652,,CICP1
3448,ENSG00000231411,,DUX4L31
3449,ENSG00000187657,,TSPY13P
3450,ENSG00000275280,,
3451,ENSG00000237802,,FAM197Y6
3452,ENSG00000270242,,ACTR3BP1
3453,ENSG00000236477,,RPS24P1
3454,ENSG00000243040,,RBMY2FP
3455,ENSG00000232614,,USP9YP9
3456,ENSG00000244231,,CSPG4P2Y
3457,ENSG00000278183,,ABCC1
3458,ENSG00000215507,,RBMY2DP
3459,ENSG00000129816,,TTTY1B
3460,ENSG00000237023,,USP9YP3
3461,ENSG00000237997,,RCC2P2
3462,ENSG00000244246,,ZNF736P8Y
3463,ENSG00000223636,,UBE2Q2P5Y
3464,ENSG00000239304,,DNM1P48
3465,ENSG00000234950,,RBMY2OP
3466,ENSG00000226589,,VARS1
3467,ENSG00000198692,,EIF1AY
3468,ENSG00000234856,,UBDP1
3469,ENSG00000234836,,AIF1
3470,ENSG00000237814,,SFTA2
3471,ENSG00000278574,,ZNHIT3
3472,ENSG00000235844,,HLA-DPA1
3473,ENSG00000230878,,HLA-DPA2
3474,ENSG00000223892,,
3475,ENSG00000231602,,RPL35AP4
3476,ENSG00000224633,,
3477,ENSG00000228628,,ATF6B
3478,ENSG00000278402,,
3479,ENSG00000276355,,TARM1
3480,ENSG00000224482,,HSFY4P
3481,ENSG00000281811,,LINC02287
3482,ENSG00000214207,,KRT18P10
3483,ENSG00000237823,,CDY19P
3484,ENSG00000280668,,CCDC197
3485,ENSG00000232634,,NEFLP1
3486,ENSG00000235981,,
3487,ENSG00000286744,,
3488,ENSG00000234583,,TSPY19P
3489,ENSG00000183753,,BPY2
3490,ENSG00000277134,,LILRB1
3491,ENSG00000227577,,COL11A2P1
3492,ENSG00000280562,,
3493,ENSG00000236971,,SUMO2P1
3494,ENSG00000225433,,MTND1P12
3495,ENSG00000226896,,OR2I1P
3496,ENSG00000227871,,USP9YP12
3497,ENSG00000278767,,SERPINA10
3498,ENSG00000232205,,CDY18P
3499,ENSG00000227166,,STSP1
3500,ENSG00000229215,,HLA-A
3501,ENSG00000228379,,
3502,ENSG00000235857,,CTBP2P1
3503,ENSG00000223955,,MTND6P1
3504,ENSG00000237195,,DLGAP5P1
3505,ENSG00000237447,,CDC27P2
3506,ENSG00000185700,,TTTY8B
3507,ENSG00000270455,,PABPC1P5
3508,ENSG00000173357,,
3509,ENSG00000229940,,TSPY22P
3510,ENSG00000278787,,UBR7
3511,ENSG00000279115,,
3512,ENSG00000230073,,
3513,ENSG00000225256,,TRAPPC2P5
3514,ENSG00000223493,,SKIV2L
3515,ENSG00000226873,,CDY14P
3516,ENSG00000234385,,RCC2P1
3517,ENSG00000226863,,SHROOM2P1
3518,ENSG00000212855,,TTTY2
3519,ENSG00000224210,,TRIM60P5Y
3520,ENSG00000233156,,HSFY8P
3521,ENSG00000232808,,TTTY20
3522,ENSG00000237968,,
3523,ENSG00000224408,,USP9YP22
3524,ENSG00000233699,,TTTY18
3525,ENSG00000286009,,
3526,ENSG00000282384,,
3527,ENSG00000236718,,RBMY2QP
3528,ENSG00000277104,,TADA2A
3529,ENSG00000271365,,
3530,ENSG00000278212,,
3531,ENSG00000238104,,PPP1R10
3532,ENSG00000259029,,DUX4L18
3533,ENSG00000226369,,USP9YP11
3534,ENSG00000224866,,USP9YP25
3535,ENSG00000231836,,LINC01149
3536,ENSG00000216844,,
3537,ENSG00000235451,,PNPLA4P1
3538,ENSG00000226223,,TSPY16P
3539,ENSG00000224657,,RBMY2BP
3540,ENSG00000237508,,HLA-F
3541,ENSG00000280681,,NEK4P1
3542,ENSG00000280973,,
3543,ENSG00000231535,,LINC00278
3544,ENSG00000234154,,HLA-DMB
3545,ENSG00000231716,,CDY23P
3546,ENSG00000235895,,
3547,ENSG00000286201,,
3548,ENSG00000223744,,RBMY2GP
3549,ENSG00000172294,,CSPG4P4Y
3550,ENSG00000233740,,CICP2
3551,ENSG00000231540,,ELOCP9
3552,ENSG00000224240,,CYCSP49
3553,ENSG00000215537,,ZNF736P11Y
3554,ENSG00000228383,,FAM197Y7
3555,ENSG00000254488,,
3556,ENSG00000230476,,OFD1P9Y
3557,ENSG00000236615,,
3558,ENSG00000183146,,PRORY
3559,ENSG00000229684,,TUBB
3560,ENSG00000225840,,
3561,ENSG00000280805,,LINC02833
3562,ENSG00000229745,,BPY2DP
3563,ENSG00000232914,,TRAPPC2P4
3564,ENSG00000227915,,ELOCP16
3565,ENSG00000225466,,OFD1P10Y
3566,ENSG00000223655,,RAB9AP3
3567,ENSG00000242393,,
3568,ENSG00000274821,,SERPINA2
3569,ENSG00000172342,,CSPG4P3Y
3570,ENSG00000223856,,RAB9AP2
3571,ENSG00000225326,,USP9YP19
3572,ENSG00000227204,,RBMY2JP
3573,ENSG00000172297,,GOLGA2P3Y
3574,ENSG00000280802,,ITPK1-AS1
3575,ENSG00000275828,,CHEK2P1
3576,ENSG00000232617,,
3577,ENSG00000237269,,RBMY2TP
3578,ENSG00000278693,,ASB2
3579,ENSG00000236006,,
3580,ENSG00000232424,,USP9YP29
3581,ENSG00000092377,,TBL1Y
3582,ENSG00000228001,,TRIM40
3583,ENSG00000233241,,DDX39BP1
3584,ENSG00000234669,,ZFP57
3585,ENSG00000224320,,HLA-A
3586,ENSG00000230504,,HCG4P8
3587,ENSG00000281994,,NPIPA1
3588,ENSG00000281994,,NPIPA1
3589,ENSG00000232326,,TAP2
3590,ENSG00000228662,,MCCD1
3591,ENSG00000233948,,TRIM27
3592,ENSG00000227044,,OR2H2
3593,ENSG00000249480,,STK19B
3594,ENSG00000231624,,C6orf15
3595,ENSG00000237825,,RGL2
3596,ENSG00000274958,,ITPK1
3597,ENSG00000229058,,AGER
3598,ENSG00000282638,,
3599,ENSG00000282574,,
3600,ENSG00000278087,,NOMO3
3601,ENSG00000241910,,HLA-DOB
3602,ENSG00000282806,,
3603,ENSG00000282028,,
3604,ENSG00000274853,,MRM1
3605,ENSG00000229709,,USP9YP36
3606,ENSG00000225615,,RBMY2UP
3607,ENSG00000230663,,FAM224B
3608,ENSG00000232522,,ZNF886P
3609,ENSG00000237302,,OFD1P11Y
3610,ENSG00000234131,,ELOCP8
3611,ENSG00000277519,,OFD1P16Y
3612,ENSG00000259247,,TTTY25P
3613,ENSG00000224336,,FAM197Y1
3614,ENSG00000273731,,
3615,ENSG00000236951,,
3616,ENSG00000282805,,
3617,ENSG00000275099,,GGNBP2
3618,ENSG00000235014,,REREP2Y
3619,ENSG00000215583,,ASS1P6
3620,ENSG00000274162,,SNX18P1Y
3621,ENSG00000229208,,RBMY2NP
3622,ENSG00000232017,,ZNF90P2
3623,ENSG00000242389,,RBMY1E
3624,ENSG00000234651,,BAG6
3625,ENSG00000234786,,HLA-W
3626,ENSG00000232541,,COL11A2
3627,ENSG00000275528,,CCL15
3628,ENSG00000129845,,TTTY1
3629,ENSG00000227444,,
3630,ENSG00000238154,,USP9YP4
3631,ENSG00000232003,,ZNF736P12Y
3632,ENSG00000226918,,
3633,ENSG00000229416,,USP9YP8
3634,ENSG00000233774,,MED14P1
3635,ENSG00000225491,,UBE2Q2P4Y
3636,ENSG00000232475,,HSFY5P
3637,ENSG00000277292,,PIP4K2B
3638,ENSG00000228764,,ZNF885P
3639,ENSG00000232226,,ARSFP1
3640,ENSG00000224567,,
3641,ENSG00000241200,,ZNF736P7Y
3642,ENSG00000228518,,SURF6P1
3643,ENSG00000227447,,XGY1
3644,ENSG00000274231,,
3645,ENSG00000286050,,
3646,ENSG00000274502,,ANKRD20A6P
3647,ENSG00000235094,,
3648,ENSG00000278854,,
3649,ENSG00000234888,,OFD1P15Y
3650,ENSG00000231375,,CDY17P
3651,ENSG00000183385,,TTTY8
3652,ENSG00000286120,,
3653,ENSG00000232910,,RAB9AP1
3654,ENSG00000236379,,ZNF736P4Y
3655,ENSG00000225809,,RBMY2KP
3656,ENSG00000224169,,HSFY6P
3657,ENSG00000237902,,TSPY21P
3658,ENSG00000277276,,OTUB2
3659,ENSG00000288057,,
3660,ENSG00000223362,,CDY15P
3661,ENSG00000232419,,TTTY19
3662,ENSG00000275347,,
3663,ENSG00000230854,,USP9YP20
3664,ENSG00000232620,,TSPY17P
3665,ENSG00000276072,,AATF
3666,ENSG00000226906,,TTTY4
3667,ENSG00000230025,,
3668,ENSG00000236786,,TSPY15P
3669,ENSG00000237546,,XKRYP6
3670,ENSG00000237467,,USP9YP35
3671,ENSG00000229551,,GAPDHP17
3672,ENSG00000281292,,
3673,ENSG00000232924,,ELOCP4
3674,ENSG00000250204,,TTTY23B
3675,ENSG00000273533,,FAM181A
3676,ENSG00000235004,,USP9YP30
3677,ENSG00000224075,,TTTY22
3678,ENSG00000238235,,TSPY11P
3679,ENSG00000274445,,
3680,ENSG00000238074,,TSPY9P
3681,ENSG00000236428,,PPP1R18
3682,ENSG00000236428,,PPP1R18
3683,ENSG00000277018,,COX8C
3684,ENSG00000274113,,LILRA5
3685,ENSG00000281498,,
3686,ENSG00000276879,,IFI27L2
3687,ENSG00000205944,,DAZ2
3688,ENSG00000235956,,PRRT1
3689,ENSG00000235956,,PRRT1
3690,ENSG00000276781,,CHGA
3691,ENSG00000277974,,TBC1D3H
3692,ENSG00000274041,,
3693,ENSG00000275893,,
3694,ENSG00000229929,,TRIM39
3695,ENSG00000275797,,
3696,ENSG00000274345,,
3697,ENSG00000274517,,
3698,ENSG00000273722,,TMC4
3699,ENSG00000236418,,HLA-DQA1
3700,ENSG00000275824,,CCL4
3701,ENSG00000237554,,RPL7AP7
3702,ENSG00000233089,,
3703,ENSG00000273761,,DDX24
3704,ENSG00000237577,,
3705,ENSG00000228881,,TRIM26
3706,ENSG00000282525,,
3707,ENSG00000282489,,
3708,ENSG00000276913,,C17orf98
3709,ENSG00000229741,,BTNL2
3710,ENSG00000282641,,
3711,ENSG00000274229,,SOCS7
3712,ENSG00000232189,,TMEM183AP1
3713,ENSG00000232708,,HLA-K
3714,ENSG00000225454,,SFTA2
3715,ENSG00000276959,,LENG1
3716,ENSG00000206435,,HLA-C
3717,ENSG00000273864,,LILRP2
3718,ENSG00000231430,,HCG4P8
3719,ENSG00000237156,,PTMAP1
3720,ENSG00000206268,,NELFE
3721,ENSG00000273931,,KIR2DS4
3722,ENSG00000277092,,LILRA4
3723,ENSG00000277303,,EPOP
3724,ENSG00000282486,,LRRC37A9P
3725,ENSG00000276432,,RDM1
3726,ENSG00000274785,,
3727,ENSG00000230674,,LINC01015
3728,ENSG00000277181,,KIR3DL2
3729,ENSG00000206481,,MDC1
3730,ENSG00000226993,,POLR2LP1
3731,ENSG00000223532,,HLA-B
3732,ENSG00000281432,,
3733,ENSG00000275619,,GON7
3734,ENSG00000236100,,RPL7P4
3735,ENSG00000229181,,OR12D3
3736,ENSG00000234728,,SNHG32
3737,ENSG00000277032,,
3738,ENSG00000276881,,RNU6-1258P
3739,ENSG00000274710,,
3740,ENSG00000276480,,MYH11
3741,ENSG00000206291,,HLA-DPA1
3742,ENSG00000276466,,
3743,ENSG00000275299,,
3744,ENSG00000273938,,
3745,ENSG00000235223,,TMPOP1
3746,ENSG00000229710,,MTCO3P1
3747,ENSG00000236688,,HLA-N
3748,ENSG00000137397,,TRIM31
3749,ENSG00000232683,,UQCRHP1
3750,ENSG00000235220,,HLA-F
3751,ENSG00000206488,,ATAT1
3752,ENSG00000233192,,HLA-DQA2
3753,ENSG00000233192,,HLA-DQA2
3754,ENSG00000235649,,MXRA5Y
3755,ENSG00000258567,,DUX4L16
3756,ENSG00000236424,,TSPY10
3757,ENSG00000234831,,
3758,ENSG00000238203,,VWA7
3759,ENSG00000276986,,HEATR9
3760,ENSG00000233972,,RPL32P1
3761,ENSG00000239675,,
3762,ENSG00000225890,,HLA-DQA1
3763,ENSG00000237608,,OR2P1P
3764,ENSG00000224200,,FKBPL
3765,ENSG00000236798,,PAIP1P1
3766,ENSG00000229149,,
