Unnamed: 0.1,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI
ENSG00000204104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.267416286079889,-0.1906656975212485,0,0.5968311919008575,1.0,9.01991077973364
ENSG00000204120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0807317319501814,-0.1906656975212485,0,0.5968311919008575,1.0,-0.2159661787699051
ENSG00000204130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589858080530946,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
ENSG00000204131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591755173765915,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
ENSG00000204149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0714498718533938,-0.1906656975212485,0,0.5968311919008575,1.0,1.1034448153020302
ENSG00000204175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196753707426165,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
ENSG00000204227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0795989551898057,-0.1906656975212485,0,0.5968311919008575,1.0,3.742266803445901
ENSG00000204246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0020523966471224,-0.1906656975212485,0,0.5968311919008575,1.0,-0.2159661787699051
ENSG00000204248,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.118997652278836,-0.1906656975212485,0,1.4207497849273414,1.0,-0.2159661787699051
ENSG00000204262,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.7106777961783175,-0.1906656975212485,0,0.5968311919008575,0.3333333333333333,2.4228558093739654
ENSG00000204267,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.3222931859540949,-0.1906656975212485,0,0.5968311919008575,0.4,1.1034448153020302
ENSG00000204287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3986390412089644,-0.1906656975212485,0,0.5968311919008575,1.0,1.1034448153020302
ENSG00000204290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.098165154427328,-0.1906656975212485,0,0.5968311919008575,1.0,-0.2159661787699051
ENSG00000204291,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.3611773408283421,-0.1906656975212485,0,0.5968311919008575,0.5,-0.2159661787699051
ENSG00000204310,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262455059464794,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
ENSG00000204315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308826948236734,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
ENSG00000204347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585430105623053,-0.1906656975212485,0,-0.2270874011256263,0.0,-0.2159661787699051
