gene_name,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI
ENSG00000011465,0,0,1,0,0,0,0,0.157236049,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000011566,0,0,1,0,0,0,0,0.48741752,2.149554085,0,0.587889345,1,-0.225774203
ENSG00000011590,0,0,1,0,0,0,0,0.353462377,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000011638,1,0,0,0,0,0,0,0.396997667,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000012048,0,0,0,1,0,0,0,0.610158729,6.854538101,1,0.587889345,0,12.46169797
ENSG00000012124,0,0,1,0,0,0,0,0.458580541,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000012171,0.5,0,0.5,0,0,0,0,1.279744828,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000012211,0,0,1,0,0,0,0,0.192152555,2.149554085,0,0.587889345,1,-0.225774203
ENSG00000012232,0.5,0,0.5,0,0,0,0,0.062618359,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000012504,0,0,0,0,0,0,0,0.045641603,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000012779,0,0,1,0,0,0,0,0.515042603,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000012983,0,0,0.25,0.25,0,0,0,0.615292573,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000013016,0,0,1,0,0,0,0,0.32648772,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000013293,0.333333333,0,0.666666667,0,0,0,0,0.010969566,-0.202937923,0,1.637151371,0.666666667,-0.225774203
ENSG00000013375,0,1,0,0,0,0,0,0.141237455,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000013441,0,0,1,0,0,0,0,0.464961614,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000013503,0,0,0.666666667,0,0,0,0,0.067335756,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000013523,0,0,1,0,0,0,0,0.256069744,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000013563,0,0,0.5,0,0,0,0,1.055877468,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000013619,0,0,1,0,0,0,0,2.374054766,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000014123,0,0,1,0,0,0,0,0.649169991,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000014164,0.5,0,0.5,0,0,0,0,1.089258649,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000014216,0,0,0,0,0,0,0,0.42739476,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000014824,0,0,1,0,0,0,0,0.166037074,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000014914,0,0,1,0,0,0,0,1.187556702,-0.202937923,0,2.686413397,1,-0.225774203
ENSG00000014919,0,0,0.5,0,0,0,0,0.222382099,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000015133,0.6,0,0.4,0,0,0,0,0.837501957,-0.202937923,0,0.587889345,0.4,-0.225774203
ENSG00000015153,0,0,0,0,0,0,0,0.205583353,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000015171,0,0,0.5,0,0,0,0,0.04784854,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000015413,0.5,0,0.5,0,0,0,0,0.16732162,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000015532,0.5,0,0.5,0,0,0,0,0.439594804,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000016490,0,0,0,0,0,1,0,0.024821442,-0.202937923,0,-0.461372682,0,1.586721822
ENSG00000016602,0,0,1,0,0,0,0,0.087490051,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000017260,1,0,0,0,0,0,0,0.16965703,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000017427,0,0,1,0,0,0,0,0.119427222,9.207030109,1,0.587889345,1,1.586721822
ENSG00000017483,0,0,1,0,0,0,0,0.516840182,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000018625,0.5,0,0,0,0,0,0,0.335918822,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000018869,0,0,1,0,0,0,0,0.048121973,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000019144,0,0,1,0,0,0,0,0.363495875,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000019169,1,0,0,0,0,0,0,1.737491624,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000019186,0,1,0,0,0,0,0,0.188542668,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000019485,0,0,1,0,0,0,0,0.189685038,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000019505,0,0,0.5,0,0,0,0,1.357707323,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000019549,0,0,1,0,0,0,0,2.019498902,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000019582,0,0,1,0,0,0,0,0.257916067,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000019995,1,0,0,0,0,0,0,0.705597579,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000020129,0,0,0,1,0,0,0,0.288450513,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000020181,0.2,0,0.8,0,0,0,0,0.508487684,-0.202937923,0,3.735675423,0.8,-0.225774203
ENSG00000020256,0,0.25,0.25,0,0,0,0,0.202525484,-0.202937923,0,1.637151371,1,1.586721822
ENSG00000020577,0.5,0,0,0,0,0,0,1.326593727,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000020633,1,0,0,0,0,0,0,1.04483632,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000021488,0.5,0,0.5,0,0,0,0,0.244009267,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000021645,0,0.125,0.375,0,0,0,0,0.166438248,-0.202937923,0,3.735675423,1,1.586721822
ENSG00000021762,1,0,0,0,0,0,0,0.099096826,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000021826,0.666666667,0,0.333333333,0,0,0,0,0.208863362,-0.202937923,0,0.587889345,0.333333333,-0.225774203
ENSG00000022267,1,0,0,0,0,0,0,0.35312755,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000022277,0,0,1,0,0,0,0,0.181088485,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000022355,0,0,0.5,0,0,0,0,0.013620578,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000022556,0,0,1,0,0,0,0,0.145478895,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000022976,0,0,1,0,0,0,0,0.002840436,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000023171,0,0,1,0,0,0,0,0.625714899,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000023228,1,0,0,0,0,0,0,0.662454175,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000023287,0,0,1,0,0,0,0,0.344509497,-0.202937923,0,2.686413397,1,-0.225774203
ENSG00000023318,0,0,1,0,0,0,0,0.507362713,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000023330,0,0,1,0,0,0,0,0.508299114,-0.202937923,0,0.587889345,1,3.399217848
ENSG00000023445,0,0,1,0,0,0,0,0.170993832,-0.202937923,0,0.587889345,1,3.399217848
ENSG00000023572,0,0,1,0,0,0,0,0.104746847,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000023734,0,0,1,0,0,0,0,0.416415907,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000023839,0,0,1,0,0,0,0,0.122503962,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000023892,0,0,1,0,0,0,0,0.035943436,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000024048,0,0.5,0.5,0,0,0,0,0.614287413,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000024526,0,0,1,0,0,0,0,0.344115432,-0.202937923,0,1.637151371,1,-0.225774203
ENSG00000025708,0,0,0,0,0,0,0,0.480323337,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000025796,0,0,0,0,0,0,0,0.256778847,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000026025,1,0,0,0,0,0,0,1.089261735,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000026036,0,0,0,1,0,0,0,0.239480341,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000026103,0,0,0,0,0,0,0,0.156384652,4.502046093,0,-0.461372682,0,-0.225774203
ENSG00000026559,1,0,0,0,0,0,0,1.557463243,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000026652,0,0,0,0,0,0,0,0.523444084,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000026950,0,0,1,0,0,0,0,0.118228824,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000027644,0,0,1,0,0,0,0,0.279549513,-0.202937923,0,3.735675423,1,1.586721822
ENSG00000027847,0,0,1,0,0,0,0,0.09209663,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000027869,0,0,0,0,0,0,0,0.470456434,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000028203,0,0.5,0,0,0,0,0,0.555659174,-0.202937923,0,0.587889345,0,-0.225774203
ENSG00000028277,0,0,0,0,0,0,0,0.532295656,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000028310,0,0,1,0,0,0,0,0.092188399,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000029363,0,0,1,0,0,0,0,0.747236533,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000029364,0,0,1,0,0,0,0,0.573031868,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000029534,0.666666667,0,0.333333333,0,0,0,0,0.195319896,-0.202937923,0,0.587889345,0.333333333,10.64920195
ENSG00000030066,0,0,0,1,0,0,0,0.449430432,-0.202937923,0,0.587889345,0,1.586721822
ENSG00000030304,0.5,0,0,0,0,0,0,0.044249829,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000030419,0.5,0,0.5,0,0,0,0,0.935091665,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000031003,0,0,1,0,0,0,0,0.359197425,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000031081,0.333333333,0,0.333333333,0,0,0,0,0.457211948,-0.202937923,0,0.587889345,0.5,-0.225774203
ENSG00000031691,0,0,0,0,0,0,0,0.623182214,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000032444,0,0,1,0,0,0,0,0.33583168,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000032742,0,0,1,0,0,0,0,0.349487497,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000033100,0,0,0,0,0,0,0,0.247366936,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000033122,0,0,1,0,0,0,0,0.034801488,-0.202937923,0,0.587889345,1,1.586721822
ENSG00000033170,0,0,1,0,0,0,0,0.775525456,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000033627,0,0,0.5,0,0,0,0,0.060996799,-0.202937923,0,0.587889345,1,-0.225774203
ENSG00000033867,0.5,0,0.5,0,0,0,0,0.494899304,-0.202937923,0,0.587889345,0.5,1.586721822
ENSG00000034053,1,0,0,0,0,0,0,0.045467674,-0.202937923,0,-0.461372682,0,-0.225774203
ENSG00000034152,0.5,0,0,0,0,0,0,0.47929995,2.149554085,0,-0.461372682,0,-0.225774203
