,Unnamed: 0.1,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,label,PPI
10010,ENSG00000159217,0.1904761904761904,0.0952380952380952,0.5238095238095238,0.0952380952380952,0.0476190476190476,0.0,0.0,0.3131286551059955,-0.2014539320191654,0,0.7956212029095729,0.7333333333333335,0,-0.4444385262299019
10011,ENSG00000159224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0163230015999489,-0.2014539320191654,0,-0.7543797843988276,1.0,0,-0.4444385262299019
10012,ENSG00000159228,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.4975345908122888,-0.2014539320191654,0,-0.4960462865140942,0.6666666666666666,0,0.1191355769312939
10013,ENSG00000159231,0.125,0.0,0.375,0.375,0.0,0.0,0.0,0.3337321637383894,-0.2014539320191654,0,-0.10854603968699404,0.75,0,-0.4444385262299019
10014,ENSG00000159248,0.25,0.0,0.5833333333333334,0.1666666666666666,0.0,0.0,0.0,0.0012701683272692,-0.2014539320191654,0,0.02062070925537267,0.7000000000000001,0,-0.4444385262299019
10015,ENSG00000159251,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1126958272944581,-0.2014539320191654,0,-0.3668795375717274,0.4,0,0.6827096800924898
10016,ENSG00000159256,0.0769230769230769,0.0769230769230769,0.6923076923076923,0.0,0.0,0.0769230769230769,0.0,0.17537179330392003,-0.2014539320191654,0,0.2789542071401061,0.9,0,-0.4444385262299019
10017,ENSG00000159259,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.95584199056406,-0.2014539320191654,0,-0.4960462865140942,0.5,0,-0.4444385262299019
10018,ENSG00000159261,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.4361874406092155,-0.2014539320191654,0,-0.7543797843988276,0.5,0,-0.4444385262299019
10019,ENSG00000159263,0.3636363636363636,0.0,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0,1.399509516672674,-0.2014539320191654,0,-0.4960462865140942,0.4285714285714286,0,-0.4444385262299019
10020,ENSG00000159267,0.2727272727272727,0.0909090909090909,0.6363636363636364,0.0,0.0,0.0,0.0,0.5397450324530055,-0.2014539320191654,0,0.14978745819773934,0.7000000000000001,0,0.6827096800924898
10021,ENSG00000159289,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0035354831828485,-0.2014539320191654,0,-0.23771278862936074,0.8333333333333334,0,-0.4444385262299019
10022,ENSG00000159307,0.3809523809523809,0.0,0.3809523809523809,0.0476190476190476,0.0476190476190476,0.0,0.0,0.6827727136468279,-0.2014539320191654,0,0.4081209560824728,0.5,0,0.6827096800924898
10023,ENSG00000159314,0.1578947368421052,0.1052631578947368,0.4210526315789473,0.2105263157894736,0.0,0.0526315789473684,0.0,0.1154913170451483,-0.2014539320191654,0,0.6664544539672062,0.7272727272727274,0,0.1191355769312939
10024,ENSG00000159322,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.45056757205192,-0.2014539320191654,0,-0.3668795375717274,1.0,0,-0.4444385262299019
10025,ENSG00000159335,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.4419648094300381,-0.2014539320191654,0,-0.7543797843988276,0.3333333333333333,0,-0.4444385262299019
10026,ENSG00000159337,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.11722453522180099,2.4640623701234587,0,0.14978745819773934,1.0,0,-0.4444385262299019
10027,ENSG00000159339,0.2307692307692307,0.0,0.5384615384615384,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0173863470796199,-0.2014539320191654,0,0.2789542071401061,0.7000000000000001,0,-0.4444385262299019
10028,ENSG00000159346,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.3137037988708115,-0.2014539320191654,0,-0.4960462865140942,0.5,0,-0.4444385262299019
10029,ENSG00000159348,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0522987868852364,-0.2014539320191654,0,-0.7543797843988276,1.0,0,-0.4444385262299019
10030,ENSG00000159352,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.4576423712017039,-0.2014539320191654,0,-0.3668795375717274,0.6666666666666666,0,1.809857886414881
